"","year","account_code","mode","return_margin","return_margin2","return_margin3","E_end","excess_return","upper_limit","acc_return","Emean_return"
"1",2007,"161005.OF","Random_with_alpha",24174526.5035423,45916271.904402,37836335.0385463,3321854472.64259,-178242690.588789,66724907.1014559,-135431011.731095,2160167749.10943
"2",2008,"161005.OF","Random_with_alpha",148214935.853478,146822627.065758,150683102.591395,4733574761.5349,2272623750.27545,221656919.806433,-121847127.910792,4944646506.9949
"3",2009,"161005.OF","Random_with_alpha",26541489.9617332,7119693.1090444,23063206.1872638,4453680224.87394,-265485379.479673,81950176.831144,1569171353.51649,2428587087.38285
"4",2010,"161005.OF","Random_with_alpha",126508467.929452,152585322.803077,136324946.482207,6309191049.60132,3233996899.72138,177475673.628303,5188399608.67678,3142115396.34678
"5",2011,"161005.OF","Random_with_alpha",29952665.9401962,51709752.3064349,19387501.4958899,3564928950.46227,348226165.62618,62250930.188791,1145337027.60201,1625032382.52168
"6",2012,"161005.OF","Random_with_alpha",63902542.0842225,78239877.7292451,69785498.8102704,4746841593.77908,855946158.385785,102389775.766091,2104272486.65204,2587333530.95771
"7",2013,"161005.OF","Random_with_alpha",63115613.1052446,61281302.9405944,88936052.3341695,3937193957.29998,1335588899.10128,213858240.332262,-887941633.058635,5085897913.0556
"8",2014,"161005.OF","Random_with_alpha",83690218.7391512,109481036.395027,81748471.2428354,5138738678.43323,840920006.47358,150940483.239183,1951969251.91343,3545228752.73034
"9",2015,"161005.OF","Random_with_alpha",191456846.400836,223431539.026644,155965552.438111,6298490005.12757,3221275227.41549,223300806.412005,3776731420.30365,4497990107.8946
"10",2016,"161005.OF","Random_with_alpha",13510961.6297518,14828755.9075649,13529378.8200538,1007922888.28506,175270572.735901,27742684.4232773,643001880.183005,450365387.658394
"11",2017,"161005.OF","Random_with_alpha",83522390.147699,123955606.874931,111419064.297615,3052916267.93477,719871664.387759,102634993.141341,1611784455.55654,2413774267.38485
"12",2018,"161005.OF","Random_with_alpha",44407222.200187,52648556.5281168,40792732.0832195,3890671209.48418,730750729.577733,159168150.007959,195071104.696742,3711421440.39917
"13",2007,"163402.OF","Random_with_alpha",34862215.8952874,48889664.405063,54245868.9727698,3944981192.16752,317568407.849834,117590401.462366,-475074829.648214,3635562173.12268
"14",2008,"163402.OF","Random_with_alpha",118351088.125188,140761584.66085,144014983.429303,4616851682.58777,1275410187.60673,213099653.96663,-186277779.828004,4603031239.75037
"15",2009,"163402.OF","Random_with_alpha",1467590.35557159,31303.6363816,14194855.8435432,2302922468.93109,-463887523.41484,18794817.6996058,630316814.807223,609596965.121934
"16",2010,"163402.OF","Random_with_alpha",113972146.261799,128650138.833808,122720997.331164,5561996292.62131,1814095608.24752,184711109.675853,3881482255.30951,3326144393.60738
"17",2011,"163402.OF","Random_with_alpha",81341806.2905442,87807677.2210231,72409712.7585451,4496618977.63978,1115163388.49282,105271436.315626,2588930604.9458,2397247595.23453
"18",2012,"163402.OF","Random_with_alpha",60678675.9015785,73348942.0673758,80367563.3330011,4611865907.67739,700384348.282375,96657945.5797996,1873027039.22303,2442153542.10343
"19",2013,"163402.OF","Random_with_alpha",106198992.452634,119494405.882697,119710767.459574,4188180752.51172,1315130919.26363,182419529.212843,155168885.778611,4272352497.74415
"20",2014,"163402.OF","Random_with_alpha",61019153.8323691,77993164.9305947,71596613.6036712,4691421947.26642,525045759.674485,125450425.935215,1552185377.46082,3203474835.58053
"21",2015,"163402.OF","Random_with_alpha",194032076.09197,219311475.846554,159356153.373069,6013153124.40097,2610651530.86667,219302441.320711,3114296244.61604,4500160593.35025
"22",2016,"163402.OF","Random_with_alpha",99697456.6715972,144551221.643465,116754047.284364,7242795537.31872,1528190233.35911,176552255.46557,4139328691.14499,3256086379.05343
"23",2017,"163402.OF","Random_with_alpha",16724254.7835239,95808847.2621543,97366294.8744172,3216819167.11423,550011659.895804,101145558.511381,1555036713.13805,2745256723.85805
"24",2018,"163402.OF","Random_with_alpha",74155144.0759784,78613458.8008265,73968574.7808091,5141865743.85645,1045678551.95096,212722373.237081,292747220.869169,4809299631.42504
"25",2007,"340006.OF","Random_with_alpha",62306802.8445664,77440297.209933,74697474.2759425,4178415097.37041,636215539.183792,109577380.191388,-134658835.913354,3420990003.9958
"26",2008,"340006.OF","Random_with_alpha",178963890.143586,196865510.79479,175660431.15127,4719947363.773,2121672031.34915,208089634.868306,381712370.010715,4467931266.27583
"27",2009,"340006.OF","Random_with_alpha",18434876.872625,3326268.2154843,10659023.5862786,4139751736.53009,-521070842.553228,68366045.5176167,1221683523.21319,2149844288.168
"28",2010,"340006.OF","Random_with_alpha",124434890.036985,151465175.827941,142611281.533935,5855753338.93126,2245175679.61384,179168639.615587,4074117293.51611,3245741958.90061
"29",2011,"340006.OF","Random_with_alpha",68118653.8445236,60535248.3584467,77704704.8504005,4480816573.99363,624398313.092601,121920427.323839,2191595804.28512,2770743980.68598
"30",2012,"340006.OF","Random_with_alpha",19106942.1274275,27021052.4420782,21373143.2227148,2162664795.5186,-740305529.483921,97449300.7018618,568220693.073447,2581316828.17467
"31",2013,"340006.OF","Random_with_alpha",41484978.5704519,63588712.6401843,57585555.4440661,3844101380.70908,-256911812.779946,214408921.540686,-1555855406.89342,5027340296.6834
"32",2014,"340006.OF","Random_with_alpha",1108664.29259458,7030046.6738551,15483269.025031,179876725.919097,-783866978.357027,42991164.727009,-71523619.6478008,653425598.643995
"33",2015,"340006.OF","Random_with_alpha",121824976.323257,155839595.079425,98639541.632958,5845761783.17238,1358413379.24224,213248426.881695,3131521621.71599,4173600702.42787
"34",2016,"340006.OF","Random_with_alpha",2305702.74151714,2610921.74433463,2305702.74151714,278927478.195295,-38555465.8599495,17831180.6435389,132871310.391759,76856758.0505713
"35",2017,"340006.OF","Random_with_alpha",-1323576.86468614,2403643.3151843,2403643.3151843,270590442.756335,-116808920.259518,8449070.62412776,-6450075.95312321,-23527436.4216237
"36",2018,"340006.OF","Random_with_alpha",36612192.2642398,51015791.4844152,41611932.5463578,3338164684.93394,434523118.899611,127905635.62876,274676636.467565,3074348380.51666
"37",2007,"519005.OF","Random_with_alpha",101876.2097816,-3177615.84795691,-3109834.64812581,100908879.446993,-288768586.352474,855181.424975265,-34570541.7241419,135483773.348061
"38",2008,"519005.OF","Random_with_alpha",65408069.1774676,39143276.3869875,97645712.8986437,4289196791.71913,497784018.026249,216231081.79579,-858310875.722788,4731690734.39051
"39",2009,"519005.OF","Random_with_alpha",3386.4610896,-838472.259131081,1373500.39534736,726497075.314439,-354290116.190159,8963601.44293828,148269643.720821,288450703.109307
"40",2010,"519005.OF","Random_with_alpha",17980479.2741476,8088155.5210647,46667819.3880974,2348110328.05211,-718209771.847008,163837717.005332,1774390034.95883,2419827714.25074
"41",2011,"519005.OF","Random_with_alpha",0,0,1100561.50199651,94213049.4755697,-159289577.106088,14704569.1650997,67173277.5502997,125771514.286292
"42",2012,"519005.OF","Random_with_alpha",527128.842011351,-146614.671552739,3067302.46051236,131226419.118268,-518932101.151283,22753057.1581028,82024431.1527061,227240237.797264
"43",2013,"519005.OF","Random_with_alpha",3177294.25356701,3525707.6122881,21610122.4644023,110789640.169458,-1007956310.77408,71600688.5069328,-590507036.737111,918982332.029444
"44",2014,"519005.OF","Random_with_alpha",3341381.80381879,3330999.58092816,10943497.0764205,173976527.675403,-396393438.243343,15500125.2270326,73750466.4374539,111033319.364272
"45",2015,"519005.OF","Random_with_alpha",3153947.2220393,6289951.71783332,4171561.49670942,369060144.205583,-574710598.190127,55451144.1089066,104345825.326606,211019056.204519
"46",2016,"519005.OF","Random_with_alpha",636636.00013411,7499321.38656935,685006.831438664,333514914.146856,-204706185.556376,22285197.2894831,170699894.716827,240374404.186898
"47",2017,"519005.OF","Random_with_alpha",-12980988.9902008,7648088.00531546,-12720045.9055599,1277663337.93794,-307583426.381231,70912236.3013082,301782259.92368,1498462772.17171
"48",2018,"519005.OF","Random_with_alpha",17246281.5962212,45974038.2566546,23519778.8280515,3119399349.55574,-110576092.566816,140959924.99395,-69832727.6685494,3166196224.57651
"49",2007,"161005.OF","Random_without_alpha",156362523.077233,117962400.051242,118867863.707699,4773597683.83206,1763056292.01035,226156013.925419,-57113983.7119866,4708205733.82328
"50",2008,"161005.OF","Random_without_alpha",146931206.861991,146200160.282575,149141356.407259,4745562143.23603,2262364269.06638,220638699.856785,-134483563.721626,4918497271.92527
"51",2009,"161005.OF","Random_without_alpha",105286161.230582,57203613.8066158,46675338.6375169,5476221275.44019,829656601.553236,191147515.379351,2272261178.31138,3930865470.45928
"52",2010,"161005.OF","Random_without_alpha",126304862.389562,151828040.637893,135818694.310488,6305317507.42131,3224069144.88975,176531051.920053,5166904567.82696,3131504821.39425
"53",2011,"161005.OF","Random_without_alpha",118738249.7151,118202691.84759,114407184.686889,4877420633.76539,1546536110.4129,166413783.004803,3349388531.79438,2787579516.19475
"54",2012,"161005.OF","Random_without_alpha",106129879.713175,88319308.0296107,93760999.8419087,5513842243.89307,2508421899.19501,166477626.329434,3600575560.96553,2881070452.7568
"55",2013,"161005.OF","Random_without_alpha",70099670.0504609,68214857.4144688,96462339.9910982,4031209037.2219,1549742048.45878,224642886.217889,-913299146.83731,5214267626.78068
"56",2014,"161005.OF","Random_without_alpha",117547490.086976,135226496.309753,103174639.294203,5504411956.65662,1435273362.16648,182589747.301656,2246819507.85878,3964935633.16844
"57",2015,"161005.OF","Random_without_alpha",188121851.833826,218480282.166347,154172019.848309,6242342251.97131,3194571162.11133,218345106.293995,3752255988.24762,4412787186.81557
"58",2016,"161005.OF","Random_without_alpha",94964050.2040465,99946099.2761372,111976103.933409,7845399788.41972,2367324270.01614,168974675.993477,5375681220.28723,3035210914.35289
"59",2017,"161005.OF","Random_without_alpha",204536927.926681,247632290.37996,238271604.429351,7883689444.75658,1865833475.51519,183433446.648288,2272797325.9711,3376107761.93512
"60",2018,"161005.OF","Random_without_alpha",78458310.6840942,82146167.1054154,75550573.851576,5576189035.11532,1705244394.02525,233495684.973495,277550766.952242,5273413343.58473
"61",2007,"163402.OF","Random_without_alpha",119754746.015152,135238313.561563,90104176.466908,4902693515.51733,1982533666.90895,239092460.104987,-766121137.465997,5305193532.28748
"62",2008,"163402.OF","Random_without_alpha",118588517.986596,141121616.476487,144982494.104633,4645833308.15494,1275061582.4466,213193166.351444,-175928494.83679,4586072019.27563
"63",2009,"163402.OF","Random_without_alpha",65536013.3267073,3968712.802158,23940018.0839901,5764976619.83578,156970251.420475,206631012.30858,2197392606.38689,4032845171.61321
"64",2010,"163402.OF","Random_without_alpha",115832190.02852,130841878.997899,125487634.272332,5565484455.93073,1845445184.46377,187982926.511518,3951598268.75497,3380664674.69949
"65",2011,"163402.OF","Random_without_alpha",124283291.80167,125341325.546672,121004185.391678,5055190294.89749,1609486040.30419,169124392.959749,3435783786.66608,2851002935.13989
"66",2012,"163402.OF","Random_without_alpha",116953147.448352,102252878.352734,117554331.368319,5572449750.96647,2026885268.04045,184088294.01771,3124303443.73032,3400942018.17852
"67",2013,"163402.OF","Random_without_alpha",131262983.793152,144162642.844947,142295048.861777,4391719722.02827,1746828629.35972,213199354.564813,172493324.2654,4687303769.03574
"68",2014,"163402.OF","Random_without_alpha",115210500.4305,129274633.846684,100602424.069891,5391456047.02599,1411838540.59021,189271653.369605,1997792229.55991,4049539428.08252
"69",2015,"163402.OF","Random_without_alpha",191622106.173011,216819041.279836,157492261.894567,6074226378.65743,2579050010.90233,216813541.078657,3102971970.59791,4433056501.4131
"70",2016,"163402.OF","Random_without_alpha",99910107.7947981,144536817.549936,117086160.714021,7247944181.4005,1536386451.11317,176826075.882671,4136227210.61653,3243262593.0585
"71",2017,"163402.OF","Random_without_alpha",46550247.7022289,186141171.728906,180272548.665564,7240136300.67419,1446488733.66703,188848235.843288,2075582066.06554,3617824084.36236
"72",2018,"163402.OF","Random_without_alpha",81192510.5763273,85975645.3478742,79086770.1814086,5277502999.7451,1133303605.28583,222907171.424846,299318851.403238,4910521725.27616
"73",2007,"340006.OF","Random_without_alpha",170455864.589111,184689517.309948,124476018.22186,4895240144.84179,2341059169.92669,234398590.555058,-252556017.003213,5030416786.40468
"74",2008,"340006.OF","Random_without_alpha",179439198.189736,197791340.779065,176431639.280333,4682671830.33023,2121400101.30005,209047050.81543,382674499.682129,4480504533.4701
"75",2009,"340006.OF","Random_without_alpha",110795384.850705,66818931.985694,25071334.2351351,5405441727.8124,588668798.654259,201062119.231087,2022335901.00442,4050673019.1031
"76",2010,"340006.OF","Random_without_alpha",126317046.055605,153945236.688179,144614603.19304,5868702983.0065,2304327245.3342,182341048.629722,4120044756.66037,3283348742.42509
"77",2011,"340006.OF","Random_without_alpha",110943401.692432,104932560.059857,125480840.685933,4805476135.98892,1070879726.79409,178092322.760995,2680108684.61827,3153576855.12864
"78",2012,"340006.OF","Random_without_alpha",67786664.737329,35917476.5953889,54352923.0210097,4920711919.49266,279788777.684567,183117994.22792,1707539469.37757,3420297862.69786
"79",2013,"340006.OF","Random_without_alpha",52030803.6589049,73974748.1339783,68983849.0873352,3909915658.98205,-39517395.8021377,234357611.174468,-1654610292.34415,5346095434.68298
"80",2014,"340006.OF","Random_without_alpha",43964693.7631235,21217374.4707716,47326287.1894084,5379077491.07926,-356463696.648465,207948659.94339,1027871563.30433,4578958256.6938
"81",2015,"340006.OF","Random_without_alpha",122831960.90901,157029554.054141,98933116.023633,5809526875.27205,1354460872.10861,215260309.844015,3125922587.04948,4198711878.91432
"82",2016,"340006.OF","Random_without_alpha",74551862.0256049,94139213.8089509,79230343.8982505,7024251570.02001,1268485474.45045,166885549.463485,4355272868.50334,2827095557.11976
"83",2017,"340006.OF","Random_without_alpha",41219736.0858299,173559495.875737,182729899.379513,6965301167.40735,1210278583.64376,222637649.271245,2705290345.97836,4607432257.06078
"84",2018,"340006.OF","Random_without_alpha",89508070.198644,98697122.2118796,91144059.9558466,5349559178.91451,1451287683.43814,220625810.113683,437892671.559436,4875172636.39969
"85",2007,"519005.OF","Random_without_alpha",21896127.21643,3380429.62421498,40923994.0537554,4427213086.30546,-653790046.909811,239740480.036429,-1161235794.00559,4912090502.78851
"86",2008,"519005.OF","Random_without_alpha",66693745.6689268,38898685.6742344,97307228.6417072,4361096957.04144,515696804.178588,215769818.70092,-846578217.70857,4731786908.70116
"87",2009,"519005.OF","Random_without_alpha",25646768.4120689,-67324.5675037267,9922648.24404136,5169271030.62951,-1122434174.24988,203152556.250187,1304838499.93241,4074889794.67845
"88",2010,"519005.OF","Random_without_alpha",37678329.3164194,10518744.2331581,61980867.6267774,5058120743.55898,-261366305.772803,194256580.317426,2435568750.5461,3430683552.29481
"89",2011,"519005.OF","Random_without_alpha",25630410.2950633,0,51366715.1603764,3867677205.63215,-1904174649.47467,190415179.93456,201012232.664888,3473906580.7614
"90",2012,"519005.OF","Random_without_alpha",14074660.5335744,-129540.641881909,21483702.6363911,4506307698.23957,-1996295237.573,209365004.803796,259641960.688535,4237893493.63135
"91",2013,"519005.OF","Random_without_alpha",15330969.4182679,6044841.9161374,44563008.9425388,3606826245.44938,-1650528663.70497,229660881.456298,-1789426696.65224,5138971825.25583
"92",2014,"519005.OF","Random_without_alpha",83716955.5866506,107668896.714511,82928949.1492307,5842219302.82096,-297618782.429444,185919479.138185,2591315292.20087,3588971129.20823
"93",2015,"519005.OF","Random_without_alpha",85985669.3210927,111732930.597462,90265408.4730203,5934659694.98425,927608644.30582,205860980.488946,3236473132.77909,3724704100.8369
"94",2016,"519005.OF","Random_without_alpha",4138753.64152249,94013998.1595902,18502056.5386479,5683598726.87675,859194270.016148,156452258.064942,3729977960.42333,2613524972.47792
"95",2017,"519005.OF","Random_without_alpha",-36281865.0853039,-18157790.9742564,-46318567.5042891,6413897021.30866,1087217502.36848,187999619.714743,854583899.643226,3440200101.84064
"96",2018,"519005.OF","Random_without_alpha",50536001.0205166,73096345.1325856,59727474.6294874,4974082087.93396,985396879.247715,222084459.804117,-112348487.604632,4966270489.05106
